Gene_Name	01OV007	01OV007_NM	01OV008_NM	01OV010_NM	01OV013_NM	01OV017	01OV017_NM	01OV018	01OV019_NM	01OV023	01OV023_NM	01OV024_NM	01OV026	01OV029	01OV029_NM	01OV030	01OV039	01OV039_NM	01OV041	02OV001_NM	02OV005	02OV006	02OV008	02OV015	02OV022	02OV023	02OV032	04OV001	04OV004	04OV005	04OV008	04OV011	04OV012	04OV013	04OV017	04OV018	04OV021	04OV023	04OV024	04OV027	04OV028	11OV002_NM	11OV010_NM	14OV011	14OV011_NM	14OV029_NM	15OV001	15OV001_NM	17OV001	17OV001_NM	17OV002	17OV002_NM	17OV003_NM	17OV004_NM	17OV005_NM	17OV014	17OV015	17OV018	17OV026
WLS	231220000.0	0.0	0.0	0.0	0.0	79957000.0	0.0	146630000.0	0.0	0.0	0.0	0.0	71746000.0	0.0	0.0	107650000.0	75629000.0	0.0	0.0	0.0	95033000.0	90806000.0	99008000.0	395210000.0	106490000.0	123160000.0	0.0	0.0	0.0	622280000.0	0.0	77132000.0	0.0	101990000.0	52008000.0	41478000.0	65807000.0	73407000.0	142450000.0	83397000.0	103550000.0	0.0	0.0	70910000.0	0.0	0.0	0.0	0.0	102530000.0	0.0	0.0	0.0	0.0	0.0	0.0	83800000.0	214010000.0	0.0	0.0
DCAF8	61552000.0	0.0	0.0	0.0	0.0	41645000.0	0.0	48573000.0	52470000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31925000.0	0.0	38331000.0	0.0	38984000.0	39402000.0	63496000.0	36495000.0	85386000.0	0.0	0.0	0.0	0.0	0.0	31591000.0	49868000.0	0.0	40689000.0	36725000.0	50481000.0	0.0	45765000.0	102240000.0	50173000.0	47586000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51137000.0	35389000.0	0.0	0.0	0.0	0.0	0.0	0.0	46325000.0	42629000.0
RNASEH2B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37064000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATPAF1	0.0	0.0	0.0	0.0	0.0	115250000.0	0.0	0.0	0.0	0.0	0.0	0.0	24356000.0	0.0	0.0	0.0	49966000.0	0.0	0.0	0.0	0.0	129910000.0	39632000.0	64933000.0	127760000.0	0.0	0.0	42411000.0	0.0	0.0	85561000.0	37253000.0	0.0	37091000.0	58075000.0	56527000.0	0.0	0.0	49529000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103710000.0	41854000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37360000.0	0.0
SH3PXD2A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287500000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196970000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSPH4A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33394000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DDI2	0.0	0.0	558930000.0	0.0	0.0	0.0	0.0	99181000.0	0.0	0.0	0.0	141340000.0	0.0	202140000.0	0.0	153000000.0	135970000.0	0.0	0.0	0.0	0.0	152220000.0	0.0	105810000.0	82756000.0	0.0	0.0	0.0	59045000.0	0.0	0.0	0.0	137730000.0	108250000.0	0.0	0.0	0.0	0.0	81071000.0	0.0	106200000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91473000.0	122140000.0	93023000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152320000.0
THEMIS2	0.0	0.0	0.0	0.0	0.0	48912000.0	0.0	61385000.0	0.0	54324000.0	67297000.0	0.0	40377000.0	269530000.0	0.0	0.0	50857000.0	0.0	40779000.0	0.0	55046000.0	60266000.0	91340000.0	114050000.0	55401000.0	0.0	262160000.0	54514000.0	36813000.0	35132000.0	0.0	0.0	40118000.0	99089000.0	72467000.0	0.0	0.0	29075000.0	49283000.0	42982000.0	348820000.0	0.0	0.0	50962000.0	0.0	0.0	63897000.0	0.0	41791000.0	23803000.0	0.0	0.0	0.0	0.0	0.0	47967000.0	0.0	56481000.0	43531000.0
NDUFAF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19658000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NT5DC1	0.0	0.0	0.0	0.0	0.0	146540000.0	0.0	85217000.0	69806000.0	85083000.0	97035000.0	67003000.0	182700000.0	206290000.0	66531000.0	62909000.0	257190000.0	0.0	94025000.0	0.0	307430000.0	255200000.0	119340000.0	80987000.0	194930000.0	74310000.0	96971000.0	116040000.0	168380000.0	82444000.0	113290000.0	119550000.0	206450000.0	225170000.0	57051000.0	69071000.0	31365000.0	95991000.0	201160000.0	81312000.0	104020000.0	147440000.0	164590000.0	83502000.0	151560000.0	99602000.0	0.0	92572000.0	422530000.0	93398000.0	449920000.0	0.0	0.0	0.0	0.0	248630000.0	73808000.0	49034000.0	221720000.0
AHDC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96567000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR14L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	417840000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	471360000.0	166440000.0	187880000.0	113310000.0	0.0	0.0	0.0	0.0	0.0	0.0	107550000.0	86357000.0	0.0	110600000.0	109210000.0	0.0	388120000.0	214480000.0	0.0	340220000.0	0.0	0.0	574290000.0	0.0	204710000.0	0.0	0.0	0.0	0.0	0.0	0.0	277030000.0	370750000.0	320380000.0	0.0
CROCC	495440000.0	0.0	0.0	0.0	0.0	333350000.0	0.0	424770000.0	1335600000.0	0.0	378860000.0	0.0	385950000.0	0.0	947080000.0	434760000.0	489570000.0	0.0	481210000.0	231810000.0	448020000.0	588070000.0	586740000.0	431150000.0	0.0	239580000.0	341120000.0	160410000.0	456240000.0	870410000.0	619780000.0	944130000.0	423750000.0	492580000.0	644690000.0	338250000.0	0.0	0.0	0.0	357260000.0	615940000.0	785160000.0	457740000.0	257550000.0	439770000.0	0.0	0.0	684040000.0	0.0	560400000.0	563650000.0	0.0	493540000.0	0.0	0.0	0.0	432270000.0	0.0	448350000.0
CROCCP2	495440000.0	0.0	0.0	0.0	0.0	333350000.0	0.0	424770000.0	1335600000.0	0.0	378860000.0	0.0	385950000.0	0.0	947080000.0	434760000.0	489570000.0	0.0	481210000.0	231810000.0	448020000.0	588070000.0	586740000.0	431150000.0	0.0	239580000.0	341120000.0	160410000.0	456240000.0	870410000.0	619780000.0	944130000.0	423750000.0	492580000.0	644690000.0	338250000.0	0.0	0.0	0.0	357260000.0	615940000.0	785160000.0	457740000.0	257550000.0	439770000.0	0.0	0.0	684040000.0	0.0	560400000.0	563650000.0	0.0	493540000.0	0.0	0.0	0.0	432270000.0	0.0	448350000.0
TMEM164	17235000.0	0.0	0.0	0.0	0.0	29078000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23533000.0	59342000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20661000.0	0.0	0.0	0.0	0.0	0.0	0.0	23383000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RASIP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36880000.0	0.0	0.0	0.0
EMC10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61543000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIF1	0.0	0.0	0.0	0.0	0.0	73618000.0	0.0	0.0	0.0	0.0	0.0	0.0	64206000.0	53484000.0	0.0	0.0	49205000.0	0.0	0.0	0.0	54716000.0	58123000.0	36832000.0	83541000.0	39993000.0	0.0	0.0	66042000.0	108450000.0	0.0	0.0	57041000.0	0.0	0.0	41342000.0	60883000.0	0.0	35807000.0	66735000.0	0.0	42521000.0	0.0	0.0	57316000.0	0.0	0.0	0.0	0.0	52348000.0	0.0	0.0	0.0	0.0	0.0	0.0	54921000.0	0.0	0.0	46304000.0
VPS53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30518000.0	0.0	0.0	0.0	0.0	0.0	0.0	21203000.0	19292000.0	13060000.0	0.0	0.0	0.0	0.0	15272000.0	15289000.0	0.0	0.0	9236900.0	20768000.0	11561000.0	0.0	0.0	20181000.0	0.0	18041000.0	0.0	0.0	17787000.0	0.0	0.0	0.0	11381000.0	38521000.0	0.0	0.0	0.0	0.0	0.0	0.0	15629000.0	0.0	0.0	15409000.0
STRIP1	65126000.0	0.0	0.0	0.0	0.0	53829000.0	0.0	0.0	47316000.0	37658000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62334000.0	0.0	0.0	0.0	0.0	75182000.0	65624000.0	69607000.0	0.0	0.0	66761000.0	49965000.0	62842000.0	0.0	0.0	0.0	0.0	54916000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77498000.0	0.0	0.0	0.0	0.0	70596000.0	0.0	68150000.0	0.0	0.0	0.0	0.0	78757000.0	0.0	0.0	0.0
STRIP2	65126000.0	0.0	0.0	0.0	0.0	53829000.0	0.0	0.0	47316000.0	37658000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62334000.0	0.0	0.0	0.0	0.0	75182000.0	65624000.0	69607000.0	0.0	0.0	66761000.0	49965000.0	62842000.0	0.0	0.0	0.0	0.0	54916000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77498000.0	0.0	0.0	0.0	0.0	70596000.0	0.0	68150000.0	0.0	0.0	0.0	0.0	78757000.0	0.0	0.0	0.0
OBSCN	0.0	0.0	0.0	30848000000.0	0.0	1586200.0	0.0	2693300.0	0.0	0.0	0.0	0.0	0.0	3443500.0	0.0	1929800.0	0.0	0.0	3048000.0	0.0	0.0	0.0	0.0	0.0	0.0	3275900.0	3711700.0	0.0	4591400.0	0.0	2494700.0	0.0	0.0	0.0	3698900.0	3090500.0	4859800.0	2112100.0	3876900.0	0.0	2510200.0	0.0	11792000.0	1743000.0	0.0	0.0	0.0	0.0	0.0	0.0	2935500.0	0.0	3900900.0	0.0	0.0	1327200.0	0.0	0.0	0.0
CDC42BPA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14607000.0	0.0	0.0	27540000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPRD2	90696000.0	0.0	0.0	0.0	0.0	187380000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222960000.0	103720000.0	168540000.0	0.0	132720000.0	253010000.0	141670000.0	185660000.0	139040000.0	263350000.0	360780000.0	119630000.0	416840000.0	0.0	0.0	184710000.0	0.0	0.0	178980000.0	0.0	0.0	0.0	190310000.0	0.0	132710000.0	0.0	0.0	158890000.0	0.0	0.0	0.0	0.0	0.0	251770000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314710000.0	165600000.0
MARC1	0.0	126060000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144380000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA8L1	0.0	0.0	0.0	0.0	0.0	0.0	359810000.0	62261000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314060000.0	0.0	0.0	83985000.0	0.0	0.0	0.0	0.0	0.0	0.0	66725000.0	49176000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81506000.0	626520000.0	0.0	0.0	0.0	57672000.0	0.0	0.0	441820000.0	0.0	362190000.0	395060000.0	0.0	0.0	0.0	0.0
PRPF38B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49916000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC39B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12060000.0
RNF20	0.0	0.0	0.0	0.0	0.0	89590000.0	0.0	30718000.0	0.0	48136000.0	0.0	0.0	47291000.0	0.0	33903000.0	0.0	62568000.0	0.0	48223000.0	0.0	45937000.0	70805000.0	64122000.0	55467000.0	37013000.0	0.0	0.0	45409000.0	61979000.0	47283000.0	40252000.0	46414000.0	0.0	22864000.0	47411000.0	0.0	0.0	38426000.0	60437000.0	0.0	48809000.0	0.0	0.0	36531000.0	0.0	0.0	0.0	0.0	34690000.0	35120000.0	50335000.0	0.0	0.0	0.0	0.0	45944000.0	0.0	92306000.0	34466000.0
MYOM3	0.0	0.0	75002000.0	28191000000.0	0.0	0.0	0.0	0.0	20152000.0	0.0	100190000.0	107920000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27931000.0	0.0	0.0	0.0	0.0	74970000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62827000.0	0.0	16441000.0	85161000.0	0.0	0.0	0.0	0.0	0.0	23431000.0	0.0	23510000.0	0.0	0.0	16813000.0	0.0	0.0	0.0
PDE4DIP	37329000000.0	101830000000.0	0.0	0.0	94937000000.0	0.0	0.0	0.0	34821000000.0	0.0	75479000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40638000000.0	0.0	57383000000.0	0.0	0.0	21549000000.0	0.0	0.0	0.0	21376000000.0	0.0	103750000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80320000000.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM171A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	687170.0	0.0
CDKAL1	0.0	0.0	0.0	0.0	0.0	50448000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31448000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BROX	165030000.0	0.0	283860000.0	0.0	348670000.0	187000000.0	0.0	178190000.0	122820000.0	129570000.0	0.0	0.0	184070000.0	109000000.0	0.0	261630000.0	393210000.0	0.0	137370000.0	0.0	229580000.0	296720000.0	350810000.0	237410000.0	235680000.0	283050000.0	192560000.0	104250000.0	277570000.0	183990000.0	137750000.0	307750000.0	86911000.0	179260000.0	698570000.0	108120000.0	0.0	136560000.0	341840000.0	186850000.0	280330000.0	0.0	0.0	137300000.0	0.0	0.0	162770000.0	0.0	174940000.0	212330000.0	356630000.0	0.0	104100000.0	0.0	0.0	0.0	0.0	0.0	162310000.0
FOCAD	76287000.0	0.0	0.0	0.0	0.0	150920000.0	226730000.0	158860000.0	95417000.0	180480000.0	62473000.0	0.0	62790000.0	81340000.0	0.0	51987000.0	79296000.0	0.0	0.0	0.0	52425000.0	70235000.0	118690000.0	61246000.0	32436000.0	19841000.0	0.0	107060000.0	36320000.0	43172000.0	39327000.0	38153000.0	111470000.0	45130000.0	48968000.0	93578000.0	36676000.0	73857000.0	76969000.0	75820000.0	131000000.0	38566000.0	0.0	146620000.0	0.0	0.0	98789000.0	32684000.0	112830000.0	0.0	74612000.0	0.0	0.0	0.0	0.0	54231000.0	74442000.0	0.0	0.0
GPR107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54325000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36448000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNX30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77504000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MLIP	0.0	0.0	0.0	539360000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSBN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16465000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28590000.0	0.0	0.0	0.0	16562000.0	14074000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAB2IP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3014000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LYPLAL1	61045000.0	0.0	0.0	0.0	0.0	201120000.0	0.0	54293000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72496000.0	0.0	0.0	0.0	0.0	0.0	140060000.0	0.0	402760000.0	0.0	0.0	0.0	0.0	45597000.0	0.0	0.0	0.0	0.0	0.0	71839000.0	0.0	0.0	87235000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60274000.0	0.0	0.0	43448000.0
SYPL2	0.0	0.0	0.0	1881800000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECPAS	213450000.0	0.0	0.0	411080000.0	0.0	768390000.0	245180000.0	263640000.0	263930000.0	293230000.0	169500000.0	86404000.0	280240000.0	430420000.0	98373000.0	223130000.0	1064200000.0	119920000.0	290360000.0	214730000.0	470640000.0	443670000.0	299200000.0	333770000.0	185320000.0	324110000.0	475840000.0	282110000.0	538780000.0	244690000.0	182100000.0	358800000.0	261160000.0	264030000.0	439220000.0	331720000.0	212750000.0	401170000.0	408300000.0	302930000.0	369600000.0	122380000.0	107910000.0	551200000.0	146800000.0	105420000.0	344330000.0	191000000.0	459890000.0	189610000.0	31035000.0	36318000.0	129930000.0	84925000.0	22885000.0	429910000.0	323130000.0	454500000.0	239900000.0
TUT7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25964000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30118000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLX4IP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831830.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CARMIL1	85435000.0	0.0	0.0	0.0	0.0	235820000.0	0.0	0.0	0.0	0.0	0.0	0.0	91954000.0	72925000.0	0.0	106910000.0	90575000.0	0.0	101680000.0	0.0	62888000.0	57449000.0	114940000.0	111990000.0	61689000.0	0.0	176920000.0	59467000.0	83032000.0	0.0	93903000.0	81126000.0	54032000.0	48686000.0	84808000.0	62907000.0	74804000.0	79657000.0	196800000.0	35740000.0	0.0	0.0	0.0	59922000.0	0.0	0.0	0.0	0.0	89517000.0	73484000.0	119880000.0	0.0	0.0	0.0	0.0	135530000.0	56356000.0	122240000.0	81518000.0
ZMYM4	0.0	0.0	0.0	0.0	0.0	45081000.0	0.0	0.0	0.0	26568000.0	0.0	0.0	0.0	0.0	0.0	0.0	19798000.0	0.0	0.0	0.0	25377000.0	43980000.0	28233000.0	0.0	0.0	37610000.0	0.0	36645000.0	0.0	0.0	50365000.0	41577000.0	0.0	35178000.0	26814000.0	30577000.0	0.0	0.0	37997000.0	25686000.0	27948000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27966000.0	0.0	0.0
BSPRY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96903000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97993000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM160B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25057000.0	27425000.0	0.0	0.0	0.0	0.0	21047000.0	0.0	0.0	16937000.0	0.0	0.0	0.0	21407000.0	22638000.0	29343000.0	33347000.0	28068000.0	0.0	30531000.0	26372000.0	0.0	0.0	30522000.0	27078000.0	0.0	20972000.0	23515000.0	18173000.0	0.0	21515000.0	0.0	20216000.0	19451000.0	27673000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23431000.0	48235000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25780000.0
ZDHHC20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26919000.0	0.0	25035000.0	21279000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31480000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
